type,"filter"
name,"Sony IMX585 B"
channel,"B"
reference,"Reconstructed STARVIS2 CFA response"
wavelength,"400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900"
transmission,"0.22,0.35,0.48,0.62,0.78,0.92,1.00,0.96,0.88,0.74,0.58,0.40,0.22,0.14,0.08,0.05,0.03,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.04,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04"
